ID,Ref.,Cit.,Alloy,Dmax,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
466,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe72.5B16.67Si8.33Hf2.5,2.5,0.725,0,0.1667,0.0833,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0
467,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe48Cr15C15Mo14B6Y2,7,0.48,0,0.06,0,0,0,0.02,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
468,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe50Co50)72B24Mo4]94Dy6,2,0.3384,0.3384,0.2256,0,0,0,0,0,0,0.0376,0,0,0,0,0.06,0,0,0,0,0,0,0,0
469,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe55.8B24Co14.2Nb6,2,0.558,0.142,0.24,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe56.05B25Co13.45Nb5.5,2.5,0.5605,0.1345,0.25,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]94Nb4Y2,1.5,0.423,0.282,0.188,0.047,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]95Nb4Y1,1.5,0.4275,0.285,0.19,0.0475,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]96Nb4,1.5,0.432,0.288,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe70B16.67Si8.33Hf5,1,0.7,0,0.1667,0.0833,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0
475,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe70Co30)72B24Mo4]94Dy6,2,0.47376,0.20304,0.2256,0,0,0,0,0,0,0.0376,0,0,0,0,0.06,0,0,0,0,0,0,0,0
476,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe71P12C10Mo3Nb2B2,1,0.71,0,0.02,0,0.02,0,0,0,0,0.03,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
477,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe71P12C10Mo4Nb1B2,2,0.71,0,0.02,0,0.01,0,0,0,0,0.04,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
478,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe71.67B16.67Si8.33Hf3.33,2,0.7167,0,0.1667,0.0833,0,0,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0
479,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",(Fe72B22Y6)98Ti2,3,0.7056,0,0.2156,0,0,0,0.0588,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
480,[71],"[71] Z. Long, W. Liu, M. Zhong, Y. Zhang, M. Zhao, G. Liao, Z. Chen, A new correlation between the characteristics temperature and glass-forming ability for bulk metallic glasses, J. Therm. Anal. Calorim. 132 (3) (2018) 1645–1660, https://doi.org/ 10.1007/s10973-018-7050-0.",(Fe72B24Mo4)96Dy4,2,0.6912,0,0.2304,0,0,0,0,0,0,0.0384,0,0,0,0,0.04,0,0,0,0,0,0,0,0
481,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Fe72B20Nb4Si4,2,0.72,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe72.8B16Si8Zr3.2,2,0.728,0,0.16,0.08,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe73.85B15.38Si7.69Zr3.08,2,0.7385,0,0.1538,0.0769,0,0,0,0.0308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe74.81B14.81Si7.41Zr2.96,2,0.74814,0,0.14813,0.07413,0,0,0,0.0296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe75.71B14.29Si7.14Zr2.86,1.5,0.7571,0,0.1429,0.0714,0,0,0,0.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",(Fe80Co20)71B23Nb6,2,0.568,0.142,0.23,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe90Co10)72B24Mo4]94Dy6,2,0.60912,0.06768,0.2256,0,0,0,0,0,0,0.0376,0,0,0,0,0.06,0,0,0,0,0,0,0,0
488,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe73.33B16.67Si8.33Hf1.67,1,0.7333,0,0.1667,0.0833,0,0,0,0,0,0,0,0,0.0167,0,0,0,0,0,0,0,0,0,0
489,[12],"[12] Z. Long, H. Wei, Y. Ding, P. Zhang, G. Xie, A. Inoue, A new criterion for predicting the glass-forming ability of bulk metallic glasses, J. Alloys. Compd. 475 (2009) 207–219. https://doi.org/10.1016/j.jallcom.2008.07.087.",Fe75P9C7Cr5B4 ,2,0.75,0,0.04,0,0,0,0,0,0.05,0,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0
490,[12],"[12] Z. Long, H. Wei, Y. Ding, P. Zhang, G. Xie, A. Inoue, A new criterion for predicting the glass-forming ability of bulk metallic glasses, J. Alloys. Compd. 475 (2009) 207–219. https://doi.org/10.1016/j.jallcom.2008.07.087.",Fe75P10C4B4Mo4Si3,4,0.75,0,0.04,0,0,0,0,0,0.05,0.04,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0
491,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe76.55B13.79Si6.9Zr2.76,1,0.7655,0,0.1379,0.069,0,0,0,0.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,[12],"[12] Z. Long, H. Wei, Y. Ding, P. Zhang, G. Xie, A. Inoue, A new criterion for predicting the glass-forming ability of bulk metallic glasses, J. Alloys. Compd. 475 (2009) 207–219. https://doi.org/10.1016/j.jallcom.2008.07.087.",[(Ni60Fe40)75B20Si5]96Nb4,3,0.288,0,0.192,0.048,0.04,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,[12],"[12] Z. Long, H. Wei, Y. Ding, P. Zhang, G. Xie, A. Inoue, A new criterion for predicting the glass-forming ability of bulk metallic glasses, J. Alloys. Compd. 475 (2009) 207–219. https://doi.org/10.1016/j.jallcom.2008.07.087.",[(Ni70Fe30)75B20Si5]96Nb4,2.5,0.216,0,0.192,0.048,0.04,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,[12],"[12] Z. Long, H. Wei, Y. Ding, P. Zhang, G. Xie, A. Inoue, A new criterion for predicting the glass-forming ability of bulk metallic glasses, J. Alloys. Compd. 475 (2009) 207–219. https://doi.org/10.1016/j.jallcom.2008.07.087.",[(Ni80Fe20)75B20Si5]96Nb4,2,0.144,0,0.192,0.048,0.04,0.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,[12],"[12] Z. Long, H. Wei, Y. Ding, P. Zhang, G. Xie, A. Inoue, A new criterion for predicting the glass-forming ability of bulk metallic glasses, J. Alloys. Compd. 475 (2009) 207–219. https://doi.org/10.1016/j.jallcom.2008.07.087.",[(Ni90Fe10)75B20Si5]96Nb4,1,0.072,0,0.192,0.048,0.04,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
